Unnamed: 0,#CASE,DOF_PITCH_BC_,DOF_BETA1_GEOM_,DOF_BETA2_GEOM_,DOF_W1_GEOM_,DOF_W2_GEOM_,DOF_TMOVXU_GEOM_,DOF_TMOVXL_GEOM_,OF_alfa_ex_OP_01,OF_Cpt_OP_01,OF_CSI_OP_01,OF_phi_OP_01,OF_psi_OP_01,OF_Zwi_OP_01,OF_Zwc_OP_01,OF_DFss_mis_OP_01,OF_DFss_cp_OP_01,OF_Mis_peak_OP_01,OF_s_peak_OP_01,OF_s_diff_dim_OP_01,OF_s_tot_SS_OP_01,OF_Tmax_OP_01,OF_X_Tmax_OP_01
723,15555,0.1173685147,1.246338,-65.69153,0.2031738,0.06317139,0.17836,-0.05641174,-59.806,0.0255,0.02381,0.6483995287,1.228660662,1.129742729,1.079618748,1.3284,0.9286,0.504,0.5432,0.0674,0.1475,0.0119698783,0.306214988
724,15571,0.09939582762,16.87134,-69.75403,0.02817383,0.2819214,0.05804749,-0.08922424,-67.421,0.02722,0.02541,0.4487317859,1.158247042,0.7581766964,0.7252601521,1.1898,0.9591,0.4585,0.6245,0.06004,0.1599,0.012149632,0.242935032
725,15585,0.09083012232,6.558838,-62.72278,0.1656738,0.9537964,-0.06773376,-0.08375549,-59.446,0.02675,0.02498,0.658899026,1.232363352,0.8817941479,0.8426374597,1.1161,0.9737,0.447,0.7034,0.04324,0.1458,0.0123179723,0.17781508
726,15613,0.1134560756,9.683838,-67.41028,0.04067383,0.4850464,0.07445374,0.03655701,-64.431,0.02449,0.02286,0.5225383029,1.184275203,0.9613073208,0.9191743551,1.2259,0.9511,0.4714,0.5807,0.0665,0.1586,0.01231064,0.27384004
727,15617,0.1147623202,16.51978,-66.49231,0.06723633,0.1119995,0.1448639,0.03313904,-61.32,0.02275,0.02123,0.6054276636,1.213506464,1.06280839,1.015829503,1.3549,0.9251,0.5039,0.5269,0.07095,0.15,0.0122389505,0.306215107
728,15657,0.09666892622,2.457275,-65.08606,0.1547363,0.5338745,0.1284576,-0.1473297,-62.51,0.02572,0.02401,0.5729102777,1.202039079,0.8679664258,0.829715573,1.1673,0.9629,0.4586,0.6383,0.05397,0.1492,0.011822707,0.27384007
729,15713,0.0882327286,4.801025,-69.85168,0.4734863,0.401062,0.03275452,-0.1063141,-62.751,0.02671,0.02494,0.5664514854,1.19976136,0.7861488007,0.7515249285,1.2079,0.9547,0.467,0.7534,0.03561,0.1444,0.0121601624,0.225935042
730,15767,0.09241735647,12.69165,-63.71887,0.03286133,0.5612183,-0.1326752,-0.02291565,-62.401,0.02769,0.02586,0.5758451682,1.20307408,0.831244255,0.7945987014,1.1125,0.9744,0.4468,0.6446,0.05429,0.1528,0.012190843,0.162735045
731,15773,0.09117708403,3.94165,-66.84387,0.2828613,0.9987183,0.1516998,0.08645935,-62.353,0.02625,0.02451,0.5771403247,1.203530822,0.821972734,0.7857328658,1.1754,0.9615,0.4589,0.7109,0.04215,0.1458,0.0122945048,0.320540041
732,15781,0.09911768202,3.00415,-68.87512,0.1703613,0.2018433,0.08060608,-0.0611969,-64.97,0.02616,0.02443,0.5088406884,1.179444684,0.8254688499,0.7893469307,1.1873,0.9592,0.4608,0.6846,0.04848,0.1537,0.0121684363,0.260414928
733,15815,0.1069720207,0.6604004,-69.7345,0.3641113,0.03778076,-0.06978455,0.06184998,-61.741,0.02505,0.02339,0.5938021618,1.209406685,0.980168651,0.9368860663,1.241,0.9476,0.4771,0.6809,0.04771,0.1495,0.0121790655,0.205359936
734,15825,0.1242959341,13.7854,-69.422,0.08911133,0.9440308,0.006777954,0.1384125,-64.165,0.02428,0.02266,0.529366158,1.186683073,1.061053853,1.014512591,1.2352,0.9497,0.4712,0.5482,0.07357,0.1628,0.0122092357,0.256000042
735,15871,0.1108665215,2.2229,-67.07825,0.07661133,0.7721558,-0.0424408,0.01263123,-64.355,0.02621,0.02447,0.5244844752,1.184961528,0.9419985077,0.9007005168,1.1433,0.9682,0.4513,0.6145,0.06227,0.1615,0.0122940745,0.209415004
736,15873,0.1262647642,3.140869,-67.8302,0.1164551,0.5836792,-0.03047791,0.1367035,-61.726,0.02362,0.02205,0.5942140495,1.209551939,1.157704783,1.106582007,1.2619,0.9436,0.4809,0.5594,0.06914,0.1569,0.0121354042,0.234375
737,15879,0.1168668711,5.640869,-66.5802,0.01645508,0.2086792,0.01327209,0.1804535,-63.231,0.02687,0.02509,0.5537095914,1.195267881,1.027442431,0.9822515502,1.2402,0.9477,0.4769,0.5632,0.0688,0.1575,0.0121580893,0.264860064
738,15919,0.09638664053,10.32837,-65.48645,0.1039551,0.6305542,-0.003134155,0.01092224,-62.546,0.02619,0.02445,0.5719428379,1.201697907,0.8640278325,0.8259538525,1.151,0.9666,0.4532,0.6658,0.05045,0.151,0.0123193329,0.230140015
739,15944,0.1029739631,10.79712,-62.12708,0.01020508,0.9821167,0.05975647,-0.04103088,-63.835,0.0285,0.02662,0.5379007358,1.189692825,0.8894446927,0.8503891657,1.1135,0.9732,0.456,0.4005,0.09728,0.1623,0.0122414017,0.251614988
740,15963,0.1126423631,1.422119,-66.18958,0.03520508,0.3883667,0.09256897,0.1667816,-64.136,0.02559,0.02389,0.5301133117,1.186946559,0.9638272779,0.9215459077,1.2072,0.9546,0.4681,0.5582,0.07011,0.1587,0.0122891814,0.306214839
741,15965,0.1251114739,8.922119,-69.93958,0.1352051,0.7633667,0.04881897,0.1230316,-62.944,0.02651,0.02475,0.5613088182,1.197947778,1.108322204,1.059535095,1.2805,0.9403,0.4837,0.5557,0.07021,0.158,0.0122854114,0.278375
742,15987,0.1068625943,17.35962,-67.28333,0.1477051,0.9664917,0.08710022,-0.01368713,-61.791,0.02398,0.02238,0.5924304297,1.208922938,0.9770666244,0.9339273024,1.2238,0.9521,0.4679,0.617,0.05764,0.1505,0.0122459959,0.269335032
743,16017,0.09638940595,4.468994,-63.18176,0.08208008,0.6500854,0.08573303,-0.0943512,-62.009,0.0263,0.02456,0.5864716062,1.206821535,0.8777129764,0.8389802421,1.1349,0.9695,0.4532,0.6008,0.0601,0.1505,0.0120790694,0.255999863
744,16027,0.09222072886,13.21899,-66.30676,0.2320801,0.8375854,0.02010803,0.1462738,-60.657,0.02559,0.02389,0.6240161581,1.22006177,0.8686895241,0.8302245927,1.188,0.9589,0.462,0.7121,0.04146,0.144,0.0122210486,0.264859974
745,16035,0.09440697765,14.78149,-69.27551,0.1195801,0.1032104,-0.1384857,-0.07794495,-64.41,0.02608,0.02435,0.5230756915,1.184464715,0.7987821672,0.7637691765,1.1901,0.9585,0.462,0.6996,0.04572,0.1522,0.0122761605,0.148134992
746,16037,0.1078287569,17.28149,-65.52551,0.01958008,0.7282104,-0.09473572,-0.1216949,-63.648,0.02566,0.02396,0.5427689347,1.191409615,0.9346157304,0.8935574258,1.1583,0.9649,0.4559,0.5807,0.0667,0.1591,0.0123127149,0.159039959
747,16065,0.1024708738,11.50024,-69.66614,0.3133301,0.1266479,0.06112366,0.1763519,-61.59,0.02433,0.02271,0.5979562855,1.210871653,0.9421535668,0.9005344997,1.2823,0.9404,0.4819,0.6809,0.04657,0.1459,0.0122448076,0.292160064
748,16071,0.08948460776,19.00024,-65.91614,0.2133301,0.5016479,0.1048737,0.1326019,-60.884,0.02584,0.02413,0.6176124491,1.217803477,0.8376896397,0.8006176801,1.21,0.9542,0.4678,0.6971,0.04304,0.1421,0.0123159913,0.306214899
749,16077,0.08822684505,7.750244,-64.04114,0.06333008,0.9391479,-0.004501343,-0.06427307,-64.038,0.0309,0.02886,0.5326422291,1.187838392,0.7572447556,0.7240123028,1.0542,0.9875,0.4316,0.6521,0.05465,0.1571,0.0122886878,0.213500053
750,16099,0.108777686,16.18774,-61.38489,0.05083008,0.7672729,-0.03184509,0.06150818,-58.624,0.02351,0.02195,0.6833027285,1.240969414,1.074540769,1.026745674,1.2058,0.9543,0.4712,0.5144,0.072,0.1483,0.012252342,0.225935072
751,16105,0.1077949357,7.437744,-68.25989,0.2008301,0.7047729,0.03377991,-0.004116821,-62.035,0.02434,0.02272,0.5857632872,1.206571744,0.9798881853,0.9366515218,1.2249,0.9513,0.4709,0.6496,0.0528,0.1507,0.0123094004,0.247259885
752,16127,0.1015962898,18.06274,-68.57239,0.1258301,0.2985229,0.1322174,-0.1025543,-63.708,0.02447,0.02285,0.5412044045,1.190857877,0.8793879044,0.8407634648,1.266,0.9439,0.4768,0.5982,0.06044,0.1504,0.0119472332,0.278375
753,16133,0.1056866349,3.726807,-66.28723,0.05239258,0.5504761,0.06590881,-0.1292145,-64.6,0.02606,0.02433,0.5182238259,1.182753685,0.8911256336,0.8520870977,1.1576,0.965,0.4558,0.6008,0.06322,0.1583,0.0120303631,0.242934898
754,16171,0.1283649326,10.28931,-68.94348,0.06489258,0.7223511,0.07137756,0.08406677,-64.047,0.02362,0.02205,0.5324097201,1.187756397,1.100436521,1.05215139,1.2883,0.9388,0.4851,0.5181,0.07831,0.1625,0.0123198777,0.28294
755,16205,0.09335251432,1.070557,-68.70911,0.5711426,0.3864136,0.1397369,-0.1264801,-61.493,0.02529,0.02361,0.6006339954,1.211815958,0.8611606489,0.8231088904,1.2358,0.9489,0.4747,0.7196,0.03992,0.1424,0.011856827,0.28293997
756,16237,0.09544174253,11.38306,-62.92786,0.008642578,0.7770386,0.1561432,-0.09913635,-64.551,0.02832,0.02644,0.5194729026,1.183194177,0.8061422062,0.7708194288,1.1299,0.9701,0.4557,0.5069,0.07757,0.1573,0.0118980184,0.292160034
757,16247,0.1230576271,17.00806,-68.24036,0.08364258,0.9332886,-0.007919312,0.1086761,-62.95,0.0236,0.02203,0.5611493624,1.197891546,1.089019019,1.041086355,1.244,0.9476,0.4746,0.5369,0.07389,0.1596,0.0122260535,0.247260019
758,16311,0.1018355465,7.711182,-69.29504,0.2867676,0.3590698,0.08368225,0.02801208,-62.424,0.02459,0.02295,0.5752251645,1.202855433,0.915702125,0.8753388376,1.2488,0.9468,0.4752,0.6809,0.04713,0.1477,0.0122986082,0.27837494
759,16315,0.09305214858,11.46118,-64.92004,0.1367676,0.5465698,-0.02569275,-0.03761292,-61.292,0.02601,0.02428,0.606205695,1.21378084,0.8627835751,0.8246394118,1.1603,0.9646,0.4557,0.6758,0.04769,0.1471,0.0123196812,0.209415033
760,16341,0.09884666373,5.992432,-69.68567,0.08051758,0.3825073,-0.07217712,-0.02940979,-66.637,0.02789,0.02604,0.4675875238,1.164896593,0.7770179098,0.7431944519,1.1452,0.968,0.4505,0.6846,0.05073,0.1609,0.0123028392,0.189439997
761,16353,0.1002580333,13.17993,-61.71692,0.01801758,0.4918823,0.1082916,-0.01300354,-61.0,0.02459,0.02296,0.6143559851,1.216655072,0.9371531664,0.8956925478,1.1982,0.9558,0.4701,0.4919,0.07562,0.1488,0.012215877,0.278375
762,16359,0.09159650219,15.67993,-62.96692,0.1180176,0.8668823,0.06454163,-0.05675354,-60.465,0.0259,0.02418,0.6294650622,1.221983348,0.867218658,0.8288008642,1.1433,0.9682,0.4512,0.6471,0.05141,0.1457,0.0122062014,0.251614988
763,16363,0.1013047877,4.429932,-68.59192,0.2680176,0.05438232,-0.001083374,0.05262146,-62.335,0.02504,0.02338,0.57762644,1.203702252,0.9134294034,0.8731563226,1.2243,0.9513,0.4713,0.6859,0.0467,0.1487,0.0122985989,0.238639966
764,16387,0.09225472531,17.56409,-68.20282,0.189624,0.9037781,0.1008469,-0.01053619,-63.25,0.02612,0.02439,0.5532085181,1.195091175,0.8095271287,0.7739233893,1.1865,0.9597,0.4585,0.7109,0.04279,0.148,0.0122315204,0.278375
765,16405,0.1143045533,6.939087,-68.51532,0.264624,0.1225281,0.1992844,-0.08709869,-61.05,0.02337,0.02181,0.6129556293,1.216161231,1.066503229,1.019327664,1.3523,0.9249,0.5057,0.597,0.05935,0.1473,0.0118257497,0.310960054
766,16427,0.1342713343,3.501587,-69.60907,0.07712402,0.4506531,0.08444061,0.1589951,-63.543,0.02637,0.02462,0.5455126752,1.192377206,1.169135234,1.11775832,1.3291,0.9305,0.4964,0.5056,0.08009,0.162,0.0122883618,0.301500022
767,16433,0.09734524475,7.876587,-64.29657,0.002124023,0.3569031,-0.1233719,0.01680756,-63.194,0.02728,0.02547,0.5546860788,1.195612243,0.8567147531,0.819028926,1.1269,0.9713,0.4504,0.632,0.05732,0.1558,0.0121304654,0.17400004
768,16439,0.0995911568,0.3765869,-60.54657,0.102124,0.9819031,-0.07962189,-0.02694244,-58.872,0.02674,0.02496,0.6758757842,1.238350273,0.9800948779,0.9365174463,1.1349,0.9686,0.46,0.1151,0.1323,0.1495,0.0122933621,0.185535133
769,16445,0.09846688958,11.62659,-69.92157,0.352124,0.5444031,0.1610031,0.08243256,-62.158,0.02457,0.02294,0.5824191768,1.20539243,0.8916560049,0.8523251511,1.2807,0.9411,0.4799,0.6971,0.04384,0.1447,0.0122829555,0.325375021
770,16457,0.1103776648,0.2203369,-69.37469,0.283374,0.2865906,-0.07141876,-0.07342682,-62.04,0.02488,0.02322,0.5856271295,1.206523727,1.003311099,0.9590410758,1.2317,0.9497,0.4738,0.6721,0.04979,0.1518,0.0123205893,0.181660011
771,16545,0.1208411889,9.204712,-69.57001,0.198999,0.4076843,0.1678391,0.02911224,-61.676,0.02366,0.02209,0.5955882388,1.210036552,1.108883299,1.059910226,1.3585,0.924,0.5062,0.5707,0.06494,0.1513,0.0121980933,0.315735042
772,16551,0.119289016,1.704712,-65.82001,0.09899902,0.7826843,0.1240891,0.07286224,-62.276,0.02622,0.02448,0.5792214727,1.204264747,1.077949491,1.030413793,1.2442,0.9468,0.4785,0.5044,0.07732,0.156,0.0123039475,0.306214899
773,16657,0.08859781986,7.446899,-66.93329,0.3036865,0.02682495,-0.07620392,0.1788193,-61.228,0.02651,0.02475,0.6079863435,1.214408793,0.822857066,0.7864720045,1.187,0.9587,0.4638,0.7247,0.03966,0.144,0.0119245145,0.213500038
774,16667,0.08986567575,16.1969,-62.55829,0.1536865,0.464325,0.1644211,-0.1493057,-59.69,0.02539,0.02371,0.6517704665,1.229849437,0.8669790032,0.8285030925,1.2043,0.9551,0.4681,0.5695,0.06068,0.1409,0.0117251277,0.292160034
775,16715,0.09968437502,7.915649,-69.04266,0.2474365,0.9408875,0.1398117,0.1213974,-63.208,0.02518,0.0235,0.5543164861,1.195481905,0.8765493928,0.837994852,1.2158,0.9536,0.4662,0.6896,0.04633,0.1493,0.0123188216,0.32537508
776,16781,0.1094566155,14.86877,-67.20673,0.1443115,0.8979187,-0.06389923,0.147374,-61.033,0.02411,0.02251,0.6134315284,1.216329059,1.020576001,0.9754294739,1.2143,0.9537,0.4668,0.6295,0.05613,0.1515,0.0120269842,0.217615008
777,16805,0.1042215595,8.931274,-66.11298,0.03181152,0.4447937,-0.1021805,-0.02215729,-63.673,0.02603,0.02431,0.5421167543,1.191179621,0.9039430626,0.8642352806,1.1597,0.9645,0.4568,0.6208,0.05972,0.1575,0.0122551331,0.17399995
778,16817,0.08878986184,0.8062744,-68.30048,0.5068115,0.7885437,0.08375702,-0.03309479,-61.73,0.02651,0.02475,0.5941041962,1.209513198,0.8139978609,0.7780506721,1.1972,0.9566,0.4663,0.7522,0.03541,0.1429,0.0122187594,0.264859974
779,16913,0.1038699012,12.81799,-68.7204,0.2560303,0.5590515,0.09777069,0.07525482,-61.332,0.024,0.02241,0.605094408,1.21338894,0.9615840803,0.9190785663,1.2717,0.9425,0.4795,0.6671,0.0487,0.1463,0.0123174619,0.292160034
780,16919,0.08492803402,15.31799,-67.4704,0.3560303,0.1840515,0.05402069,0.03150482,-61.095,0.02608,0.02435,0.6116969972,1.215717369,0.790850311,0.7558694649,1.2146,0.9532,0.4693,0.7372,0.03689,0.1404,0.0123170111,0.264860004
781,16925,0.08890276322,6.567993,-63.0954,0.1060303,0.3715515,-0.05535431,0.009629822,-60.92,0.02722,0.02542,0.6166006768,1.217446671,0.8328422959,0.7959863945,1.1263,0.9715,0.4493,0.6746,0.04776,0.1468,0.0122829741,0.205359936
782,16943,0.1020215625,16.25549,-69.50165,0.09353027,0.8871765,0.1579269,-0.006776428,-66.798,0.02672,0.02495,0.4636879223,1.163521383,0.7968194228,0.7621531079,1.1806,0.9611,0.4557,0.5795,0.06725,0.1599,0.0121423034,0.306215048
783,16949,0.1214726114,11.88049,-64.18915,0.01853027,0.7934265,-0.02801056,0.1791611,-62.009,0.02414,0.02254,0.5864716062,1.206821535,1.105173535,1.056405888,1.2202,0.951,0.4762,0.4643,0.08551,0.1596,0.0120649729,0.242935002
784,16967,0.09994382523,8.599243,-60.98602,0.04978027,0.660614,0.07316132,-0.05872955,-60.025,0.02491,0.02325,0.6420667456,1.226427381,0.9574303896,0.9149733145,1.165,0.9626,0.4632,0.5257,0.07025,0.1481,0.0121873766,0.256000072
785,17018,0.1121460709,7.036743,-69.57977,0.01228027,0.01998901,0.1005051,-0.0423233,-66.655,0.0252,0.02353,0.4671508283,1.16474259,0.8810602394,0.8427115965,1.2427,0.9482,0.4727,0.5544,0.07199,0.1616,0.0121720657,0.269335032
786,17035,0.1109243412,2.896118,-67.11884,0.1966553,0.7973328,0.06632538,0.08755951,-61.493,0.02683,0.02505,0.6006339954,1.211815958,1.023488369,0.9782613225,1.2158,0.953,0.4698,0.6133,0.05841,0.151,0.0123176388,0.27837497
787,17059,0.1015091016,18.20862,-65.71259,0.08415527,0.3442078,0.02804413,-0.09290924,-61.588,0.02424,0.02263,0.5980114234,1.210891097,0.9330221502,0.8918060942,1.2272,0.9508,0.4715,0.637,0.05383,0.1483,0.0121978167,0.225934952
788,17099,0.09600761773,6.802368,-64.69696,0.02790527,0.07077026,0.1128098,-0.1448624,-63.729,0.02608,0.02435,0.5406573875,1.190664969,0.831867155,0.7953307963,1.1696,0.9623,0.4601,0.5594,0.06668,0.1514,0.0118696569,0.264860123
789,17145,0.09439405993,16.48987,-67.66571,0.1654053,0.6801453,-0.0129715,-0.1065811,-62.566,0.02588,0.02416,0.5714057736,1.20150851,0.8445808444,0.8073657553,1.1855,0.9595,0.4604,0.7046,0.04382,0.1484,0.0122400671,0.205359966
790,17151,0.1028712273,13.98987,-66.41571,0.06540527,0.05514526,-0.0567215,-0.06283112,-62.161,0.02449,0.02286,0.5823377526,1.205363715,0.9312523122,0.8901754153,1.2249,0.9512,0.4713,0.6446,0.05345,0.1504,0.0123206163,0.189439967
791,17155,0.1125081662,2.153931,-67.48993,0.03884277,0.4320984,-0.07381134,-0.08128815,-64.712,0.02587,0.02415,0.515374484,1.181748853,0.9450816294,0.9036932983,1.1703,0.9624,0.4586,0.6095,0.06326,0.162,0.0123203415,0.177815065
792,17157,0.09153039508,9.653931,-68.73993,0.1388428,0.8070984,-0.1175613,-0.1250381,-64.973,0.02878,0.02687,0.5087649571,1.179417978,0.7616340666,0.7283037366,1.1228,0.9727,0.445,0.7309,0.04199,0.156,0.0123200007,0.148134932
793,17207,0.09797496689,19.96643,-63.89618,0.05134277,0.4477234,0.09571991,-0.1305069,-61.635,0.02521,0.02353,0.5967164894,1.210434434,0.8996908394,0.8599509178,1.2029,0.9554,0.4675,0.5457,0.06713,0.1478,0.0119547639,0.256000012
794,17211,0.09594977666,1.216431,-69.52118,0.3013428,0.6352234,-0.05740509,0.1538681,-63.379,0.02695,0.02517,0.5498130398,1.193893747,0.8395949199,0.8026815157,1.1798,0.9605,0.4605,0.7247,0.04153,0.1508,0.0120329158,0.221760064
795,17241,0.1028970061,2.622681,-69.13055,0.1075928,0.5961609,0.1367355,-0.1441788,-66.674,0.02691,0.02513,0.4666900678,1.164580101,0.8080306209,0.7728620464,1.1665,0.9637,0.4541,0.6471,0.05655,0.1602,0.0118111689,0.27837503
796,17247,0.1047831268,5.122681,-65.38055,0.007592773,0.2211609,0.1804855,-0.1004288,-64.642,0.02519,0.02351,0.5171543967,1.182376547,0.8824274892,0.8437753607,1.2221,0.9511,0.4741,0.5419,0.07135,0.1558,0.0118327159,0.301500112
797,17249,0.08915618309,4.185181,-66.4743,0.2450928,0.3305359,0.07657928,0.16754,-62.632,0.02675,0.02498,0.5696354956,1.200884214,0.7975332799,0.7623970831,1.1661,0.9634,0.4569,0.7109,0.04227,0.1462,0.012272778,0.301499993
798,17259,0.08786831472,12.93518,-63.3493,0.09509277,0.1430359,0.01095428,-0.116835,-61.038,0.02643,0.02468,0.6132915344,1.216279689,0.8201721851,0.7838887796,1.1552,0.9653,0.4565,0.6721,0.04745,0.1447,0.012178828,0.213499978
799,17289,0.09885887986,5.200806,-67.45087,0.1357178,0.4594421,0.009587097,-0.03617096,-63.826,0.02625,0.02451,0.5381345012,1.189775264,0.8536939416,0.8162093337,1.1652,0.9635,0.4568,0.6721,0.05023,0.1532,0.0123028131,0.225934938
800,17313,0.1196405566,11.13831,-66.04462,0.04821777,0.8813171,-0.006819153,0.1442978,-63.262,0.02469,0.02305,0.5528921786,1.194979617,1.050472409,1.004274976,1.1969,0.9566,0.4668,0.4994,0.08076,0.1613,0.0121743791,0.251615018
801,17365,0.1056797207,1.919556,-65.34149,0.1169678,0.1391296,0.09435272,-0.05531158,-62.015,0.02437,0.02275,0.5863081035,1.206763875,0.9619011711,0.9194559938,1.2139,0.9531,0.4707,0.6045,0.05942,0.1502,0.0121555682,0.264860064
802,17412,0.1040822419,16.44104,-65.87372,0.0001708984,0.4989929,0.1953537,-0.0749649,-65.514,0.02539,0.02371,0.4951979728,1.174633527,0.8510252925,0.8138478456,1.2364,0.9485,0.4762,0.5707,0.06767,0.1576,0.0118729463,0.310959965
803,17431,0.1106324124,5.81604,-62.43622,0.0251709,0.9052429,0.1406662,0.0672226,-62.839,0.02966,0.02769,0.5641033857,1.198933294,0.9844314317,0.9410822752,1.1824,0.9584,0.4704,0.4731,0.08352,0.1585,0.0122862915,0.310959995
804,17459,0.08589682346,9.25354,-65.40497,0.2876709,0.6396179,-0.07261505,0.1273788,-59.907,0.02684,0.02506,0.6454738669,1.227628916,0.8243496229,0.7877817515,1.1659,0.963,0.4598,0.7309,0.03819,0.1419,0.0120419348,0.213499919
805,17483,0.1156541246,1.28479,-60.32684,0.0189209,0.6943054,-0.1245682,0.03714447,-58.772,0.02519,0.02352,0.6788637389,1.239403987,1.140711159,1.089985152,1.2826,0.9334,0.5117,0.1001,0.1379,0.1533,0.0120799514,0.17399995
806,17495,0.09581625044,4.40979,-69.38934,0.1939209,0.2255554,0.03949432,-0.08316803,-65.061,0.02669,0.02492,0.5065459754,1.178635445,0.795489526,0.7606885843,1.1793,0.9609,0.4586,0.7071,0.04483,0.1531,0.0121973939,0.234374925
807,17509,0.09525549098,14.72229,-62.98309,0.006420898,0.5224304,-0.08628693,-0.08863678,-62.199,0.0269,0.02511,0.5813069522,1.205000199,0.8616251339,0.8236209107,1.1269,0.9712,0.4508,0.6108,0.05942,0.1527,0.0123208519,0.170214951
808,17513,0.09864590736,5.97229,-68.60809,0.3564209,0.3349304,0.1543381,0.1957382,-61.94,0.02452,0.02289,0.5883538133,1.207485303,0.8991155217,0.8594328665,1.2578,0.9449,0.4775,0.6859,0.04554,0.145,0.0123119922,0.3450149
809,17519,0.09638559296,3.47229,-67.35809,0.2564209,0.9599304,0.1980881,0.1519882,-62.857,0.02872,0.02682,0.5636237663,1.198764154,0.8566070209,0.8188896011,1.2046,0.9555,0.4657,0.6508,0.05165,0.1479,0.0123092448,0.360059977
810,17543,0.10255387,7.144165,-66.53778,0.1720459,0.8310242,-0.08491974,-0.007972717,-61.336,0.02533,0.02365,0.6049833476,1.213349774,0.9499134855,0.9079229889,1.1714,0.9621,0.4591,0.6809,0.04812,0.1508,0.0122634582,0.185534969
811,17555,0.08865328743,2.769165,-69.35028,0.4970459,0.4247742,0.07914276,0.002964783,-62.621,0.02654,0.02478,0.5699303255,1.200988187,0.7929403922,0.7580054686,1.2071,0.9549,0.467,0.7522,0.03566,0.1439,0.0122781079,0.269334972
812,17573,0.1081063185,0.581665,-64.50653,0.2095459,0.1903992,0.161174,-0.1228165,-59.953,0.02559,0.02389,0.6441442644,1.227160027,1.037177708,0.9911753217,1.264,0.9421,0.4862,0.562,0.06385,0.1458,0.0118136508,0.292159975
813,17583,0.1124878245,11.83167,-65.13153,0.0595459,0.2528992,-0.07945099,0.1615585,-60.327,0.02343,0.02187,0.6334001096,1.223371058,1.068343561,1.02100417,1.2523,0.9452,0.4801,0.592,0.06151,0.1508,0.0119494675,0.209415033
814,17627,0.1004095469,0.112915,-65.67841,0.1782959,0.5107117,0.1693771,0.005699158,-62.626,0.02822,0.02635,0.5697963012,1.200940923,0.8985350579,0.8589466168,1.1989,0.9563,0.4665,0.607,0.05884,0.1497,0.0121483514,0.310960084
815,17695,0.09697486754,14.83948,-67.76825,0.2423584,0.1806335,0.1755295,0.04739838,-61.972,0.02424,0.02263,0.5874804648,1.207177313,0.8826787514,0.8437255945,1.2825,0.9403,0.4826,0.617,0.05534,0.1445,0.0122183133,0.32537505
816,17704,0.115101368,2.026978,-68.5495,0.0548584,0.9462585,-0.09243927,-0.001820374,-66.733,0.02811,0.02624,0.4652605645,1.164075981,0.9019985242,0.862747049,1.1041,0.9767,0.4406,0.6008,0.06889,0.1725,0.0122411633,0.185535058
817,17743,0.08551928121,1.870728,-63.78387,0.1611084,0.657196,0.1454514,-0.0318985,-62.637,0.02822,0.02635,0.5695015106,1.200836964,0.7652926859,0.7315757882,1.1164,0.9737,0.4471,0.6809,0.04699,0.1472,0.0121086445,0.292160004
818,17789,0.1055978377,11.55823,-68.62762,0.0486084,0.07907104,0.0196701,-0.04830475,-64.939,0.02509,0.02342,0.5096235705,1.179720771,0.8798341996,0.8413304704,1.2231,0.9521,0.4681,0.6433,0.05574,0.1563,0.0122818509,0.230140045
819,17797,0.1211940082,4.761353,-66.86981,0.1079834,0.4267273,0.1194748,0.05970306,-61.73,0.02343,0.02187,0.5941041962,1.209513198,1.111236545,1.062166614,1.3022,0.9351,0.4925,0.5294,0.07224,0.1535,0.0122972904,0.301500142
820,17861,0.09971190542,6.167603,-63.82294,0.0642334,0.7001648,0.06205292,-0.07428131,-62.602,0.0262,0.02446,0.5704397809,1.201167848,0.8930262148,0.8536798791,1.1362,0.9692,0.453,0.5895,0.06289,0.1532,0.0121750841,0.247260019
821,17911,0.09025101575,15.8551,-68.66669,0.1267334,0.05953979,-0.06372833,-0.09068756,-64.412,0.02735,0.02554,0.5230244995,1.184446662,0.7639876731,0.7304989866,1.1748,0.9615,0.4594,0.7134,0.04313,0.1505,0.012313284,0.181659997
822,17939,0.09723978327,14.27307,-62.21161,0.04157715,0.4687195,0.06717987,-0.1224747,-60.755,0.02492,0.02326,0.6212464777,1.219085031,0.9143149531,0.8738400461,1.1778,0.9605,0.4621,0.5907,0.06025,0.1472,0.0120459432,0.242935047
823,17945,0.09607414,3.023071,-67.83661,0.2915771,0.03121948,-0.04219513,0.1619003,-62.026,0.02586,0.02415,0.5860084178,1.20665819,0.8737987269,0.8352409079,1.1986,0.9565,0.4657,0.7021,0.04391,0.1474,0.0120595591,0.230139971
824,17981,0.1224780401,2.085571,-64.86786,0.02907715,0.2655945,0.07264862,0.09080658,-61.424,0.02535,0.02367,0.6025431521,1.21248923,1.132603214,1.082547818,1.2786,0.9393,0.4893,0.4956,0.07816,0.155,0.0123186642,0.28294012
825,17993,0.08691140925,10.99182,-64.32098,0.1103271,0.507782,0.01522675,-0.103334,-62.25,0.02766,0.02583,0.5799251751,1.20451291,0.7856440507,0.750995159,1.1266,0.9717,0.4477,0.6871,0.04617,0.1476,0.0121993739,0.217614949
826,18043,0.1051990411,0.6793213,-68.22723,0.09782715,0.242157,0.1519455,-0.0650528,-65.649,0.02616,0.02442,0.4918399839,1.173449319,0.8565968357,0.8191916131,1.2035,0.956,0.4641,0.617,0.06026,0.1573,0.0120077766,0.292160094
