percentile,tr_ae,tr_se,tr_ape,va_ae,va_se,va_ape,te_ae,te_se,te_ape
87,3.900434e-01,1.521339e-01,3.429400e+00,4.531882e-01,2.053796e-01,4.003066e+00,4.201428e-01,1.765200e-01,4.283482e+00
88,4.029501e-01,1.623688e-01,3.570346e+00,4.702655e-01,2.211498e-01,4.217093e+00,4.291934e-01,1.842070e-01,4.626298e+00
89,4.147828e-01,1.720448e-01,3.728487e+00,4.810299e-01,2.313898e-01,4.335419e+00,4.454985e-01,1.984693e-01,4.856082e+00
90,4.289952e-01,1.840369e-01,3.910966e+00,5.019455e-01,2.519503e-01,4.478861e+00,4.593822e-01,2.110320e-01,5.093341e+00
91,4.427094e-01,1.959917e-01,4.093962e+00,5.213232e-01,2.717794e-01,4.757983e+00,4.771594e-01,2.276811e-01,5.369875e+00
92,4.565929e-01,2.084771e-01,4.343311e+00,5.391890e-01,2.907261e-01,5.052910e+00,4.908268e-01,2.409116e-01,5.717869e+00
93,4.754726e-01,2.260742e-01,4.584185e+00,5.613142e-01,3.150738e-01,5.347855e+00,5.155077e-01,2.657492e-01,6.048304e+00
94,4.946345e-01,2.446633e-01,4.890827e+00,5.789204e-01,3.351489e-01,5.749466e+00,5.284570e-01,2.792668e-01,6.528447e+00
95,5.179190e-01,2.682406e-01,5.326450e+00,6.066160e-01,3.679843e-01,6.229260e+00,5.554850e-01,3.085644e-01,6.990431e+00
96,5.575968e-01,3.109144e-01,5.842614e+00,6.518666e-01,4.249318e-01,6.850969e+00,5.846278e-01,3.417904e-01,8.110643e+00
97,5.997215e-01,3.596658e-01,7.053467e+00,7.192726e-01,5.173604e-01,8.306023e+00,6.168295e-01,3.804786e-01,8.966302e+00
98,6.523701e-01,4.255871e-01,8.510117e+00,8.372242e-01,7.009460e-01,1.048375e+01,7.179048e-01,5.153966e-01,1.099797e+01
99,7.528252e-01,5.667465e-01,1.236709e+01,9.649741e-01,9.312342e-01,1.403588e+01,8.104332e-01,6.568037e-01,1.539757e+01
100,2.264947e+00,5.129985e+00,5.042234e+02,1.818697e+00,3.307659e+00,8.730710e+02,1.936092e+00,3.748454e+00,1.891250e+02
